,,,,,,,,,,,,,,,
user_name,email,phone_number,year_of_birth,intervention,is_hr,is_employee,eid,level,date_of_offer,date_of_joining,status,marital_status,gender,branch,salary
XFGTHB,XFGTHB@mail.com,9827394677,1812,Umang,FALSE,TRUE,951,Officer,"28 Dec, 2018","2 Jan, 2019",Active,married,female,Delhi,730694
SEGFDRFB,SEGFDRFB@mail.com,9486090097,1726,Lead 1,FALSE,TRUE,953,Assistant Manager,NA,"7 Jan, 2019",Active,married,female,Pune,569756
ASEGFDRFB,ASEGFDRFB@mail.com,8648139452,1868,Health,FALSE,TRUE,957,Officer,NA,"28 Jan, 2019",Active,unmarried,female,Delhi,758413
ZDGSVRDTH,ZDGSVRDTH@mail.com,3788076886,1998,Excel,FALSE,TRUE,959,Officer,"2 Feb, 2019","4 Feb, 2019",Active,married,female,Mumbai,739008
ZASGFREH,ZASGFREH@mail.com,1375742717,1735,Digital Learning Solutions,FALSE,TRUE,964,Senior Assistant Manager,NA,"11 Feb, 2019",Active,unmarried,female,Delhi,105484
XFBHYTKJ,XFBHYTKJ@mail.com,3929229533,1858,Umang,FALSE,TRUE,965,Officer,NA,"11 Feb, 2019",Active,unmarried,female,Pune,819118
ZFBHYTJM,ZFBHYTJM@mail.com,2794954308,1714,Lead 1,FALSE,TRUE,968,Senior Coordinator,NA,"25 Feb, 2019",Active,unmarried,male,Delhi,233553
ZSFRGH6RT,ZSFRGH6RT@mail.com,1897852577,1723,Parvarish,FALSE,TRUE,973,Coordinator,NA,"4 Mar, 2019",Active,unmarried,female,Bangalore,388193
Name changed as per aadhar card on 09th March 2021. Old name: Neha Dayanand Sable -Aishwarya Abhijeet Chalke ZDFSHY,Name changed as per aadhar card on 09th March 2021. Old name: Neha Dayanand Sable -Aishwarya Abhijeet Chalke ZDFSHY@mail.com,6276867283,1760,Unnati,FALSE,TRUE,974,Officer,"8 Mar, 2019","11 Mar, 2019",Active,unmarried,male,Delhi,88510
XFDHYT,XFDHYT@mail.com,2430258407,1913,School Coordination Dept,FALSE,TRUE,976,Officer,"13 Mar, 2019","18 Mar, 2019",Retired,unmarried,female,Mumbai,974245
SRG,SRG@mail.com,5911772761,1917,Nirmaan,FALSE,TRUE,977,Senior Manager,NA,"25 Mar, 2019",Active,unmarried,male,Bangalore,502023
XDBHTR,XDBHTR@mail.com,5589632326,1955,HR & Admin,FALSE,TRUE,978,Manager,NA,"26 Mar, 2019",Active,married,female,Mumbai,976057
SGRE,SGRE@mail.com,1828734011,1990,Umang,FALSE,TRUE,979,Officer,"24 Jan, 2018","1 Apr, 2019",Active,unmarried,male,Bangalore,244423
FGNJ,FGNJ@mail.com,9409924317,1980,Unnati,FALSE,TRUE,980,Officer,"29 Mar, 2019","1 Apr, 2019",Active,unmarried,female,Bangalore,91804
DFNH,DFNH@mail.com,9133585686,1880,Lead 2,FALSE,TRUE,984,Coordinator,"5 Apr, 2019","8 Apr, 2019",Active,unmarried,female,Mumbai,269468
Name change effective from 1Nov2021-old name birendra kumar jaiswar -sanjivani thorat FGNMJ,Name change effective from 1Nov2021-old name birendra kumar jaiswar -sanjivani thorat FGNMJ@mail.com,5165097267,1768,Unnati,FALSE,TRUE,986,Officer,"12 Apr, 2019","15 Apr, 2019",Active,married,female,Delhi,618920
CGFNJ,CGFNJ@mail.com,1385097481,1942,Centrailsed Content Team,FALSE,TRUE,992,Officer,"20 Mar, 2019","15 Apr, 2019",Active,unmarried,female,Mumbai,442928
YKT,YKT@mail.com,6778440297,1792,Unnati,FALSE,TRUE,994,Officer,"17 Apr, 2019","22 Apr, 2019",Retired,married,male,Delhi,346974
DYTJR,DYTJR@mail.com,6096661613,1931,Lead 1,FALSE,TRUE,998,Coordinator,"22 Apr, 2019","23 Apr, 2019",Active,unmarried,female,Mumbai,501249
ETDNJR,ETDNJR@mail.com,7468909670,1922,Umang,FALSE,TRUE,1003,Officer,"25 Apr, 2019","6 May, 2019",Active,unmarried,female,Mumbai,317468
DGTHJCGNM,DGTHJCGNM@mail.com,9137508530,1970,Guru,FALSE,TRUE,1004,Coordinator,"20 Dec, 2018","6 May, 2019",Active,unmarried,female,Mumbai,260522
Author: Name change from mayuri salve to mayuri ajinkya kasabe wef Jan 2020 RTJ,Author: Name change from mayuri salve to mayuri ajinkya kasabe wef Jan 2020 RTJ@mail.com,9021934159,1949,Finance/Trust,FALSE,TRUE,1005,Manager,"22 Apr, 2019","13 May, 2019",Unknown,unmarried,female,Mumbai,59976
DFCFN,DFCFN@mail.com,5753077632,1766,Unnati,FALSE,TRUE,1006,Manager,"10 May, 2019","13 May, 2019",Unknown,unmarried,female,Bangalore,406105
DGNJ,DGNJ@mail.com,1683593324,1830,Umang,FALSE,TRUE,1012,Officer,"9 May, 2019","13 May, 2019",Retired,unmarried,female,Delhi,766071
DFGM,DFGM@mail.com,3699831793,1713,Umang,FALSE,TRUE,1013,Officer,"10 May, 2019","13 May, 2019",Active,unmarried,male,Mumbai,853408
FCGM,FCGM@mail.com,9352030918,1718,Umang,FALSE,TRUE,1015,Officer,"9 May, 2019","13 May, 2019",Unknown,unmarried,female,Delhi,804918
FCGM,FCGM@mail.com,7861483712,1812,Lead 1,FALSE,TRUE,1016,Coordinator,"10 May, 2019","13 May, 2019",Active,unmarried,female,Pune,759382
DTHYAEF,DTHYAEF@mail.com,9025582067,1811,Lead 2,FALSE,TRUE,1022,Senior Officer,"25 Apr, 2019","21 May, 2019",Active,unmarried,female,Delhi,660292
SFBHT,SFBHT@mail.com,8072846763,1843,Umang,FALSE,TRUE,1026,Senior Manager,"30 Apr, 2019","1 Jun, 2019",Retired,unmarried,male,Pune,883123
HBXFB,HBXFB@mail.com,9301309889,1915,Lead 1,FALSE,TRUE,1028,Coordinator,"25 Mar, 2019","1 Jun, 2019",Active,married,female,Delhi,36580
YRJ,YRJ@mail.com,2838589440,1755,Lead 1,FALSE,TRUE,1029,Coordinator,"25 Mar, 2019","1 Jun, 2019",Active,married,male,Mumbai,793703
DFNYJ,DFNYJ@mail.com,7204270914,1831,Guru,FALSE,TRUE,1031,Coordinator,"4 May, 2019","6 Jun, 2019",Unknown,unmarried,male,Bangalore,53775
XFRGT,XFRGT@mail.com,2864629855,1778,Lead 1,FALSE,TRUE,1033,Coordinator,"8 May, 2019","10 Jun, 2019",Active,unmarried,female,Mumbai,882168
FGN,FGN@mail.com,8133599363,1871,Unnati,FALSE,TRUE,1034,Officer,"8 Jun, 2019","10 Jun, 2019",Active,unmarried,female,Delhi,361833
FHHYMKJTY,FHHYMKJTY@mail.com,5926734613,1945,Guru,FALSE,TRUE,1035,Coordinator,"4 Jun, 2019","11 Jun, 2019",Active,unmarried,female,Delhi,985606
GDTJ,GDTJ@mail.com,8263486062,1889,Guru,FALSE,TRUE,1036,Coordinator,"10 Jun, 2019","13 Jun, 2019",Active,unmarried,female,Delhi,185311
DERY,DERY@mail.com,8216583755,1955,Lead 1,FALSE,TRUE,1041,Coordinator,"25 Mar, 2019","15 Jun, 2019",Active,unmarried,female,Mumbai,689906
XFDBH,XFDBH@mail.com,5975354564,1839,Lead 1,FALSE,TRUE,1042,Coordinator,"25 Mar, 2019","15 Jun, 2019",Resigned,unmarried,female,Delhi,697998
ERHY,ERHY@mail.com,8374251915,1863,Umang,FALSE,TRUE,1045,Officer,"14 Jun, 2019","17 Jun, 2019",Resigned,unmarried,female,Delhi,79431
AQ2R,AQ2R@mail.com,7283420883,1839,Umang,FALSE,TRUE,1050,Officer,"22 Jun, 2019","24 Jun, 2019",Active,unmarried,male,Mumbai,506160
FGNFGMN,FGNFGMN@mail.com,5979621346,1988,Guru,FALSE,TRUE,1055,Coordinator,"26 Apr, 2019","24 Jun, 2019",Active,unmarried,female,Delhi,179111
DNTYFJH,DNTYFJH@mail.com,7396000919,1897,Guru,FALSE,TRUE,1058,Coordinator,"11 Apr, 2019","1 Jul, 2019",Active,unmarried,male,Mumbai,500934
DRGBHRTJH,DRGBHRTJH@mail.com,8926061033,1920,Digital Learning Solutions,FALSE,TRUE,1059,Coordinator,"2 May, 2019","1 Jul, 2019",Active,married,male,Pune,604778
AWQR32,AWQR32@mail.com,9925194178,1968,Guru,FALSE,TRUE,1061,Coordinator,"20 Jun, 2019","3 Jul, 2019",Retired,unmarried,male,Delhi,626694
SW3T5H,SW3T5H@mail.com,2133494742,1895,Lead 1,FALSE,TRUE,1062,Coordinator,"24 May, 2019","3 Jul, 2019",Active,unmarried,male,Delhi,380934
GKMY8I6TJ,GKMY8I6TJ@mail.com,7882267231,1814,Umang,FALSE,TRUE,1064,Senior Officer,"5 Jul, 2019","8 Jul, 2019",Active,unmarried,female,Pune,490606
DFGRDNB,DFGRDNB@mail.com,1815366113,1986,Guru,FALSE,TRUE,1067,Coordinator,"19 Jul, 2019","15 Jul, 2019",Active,unmarried,male,Bangalore,100977
DSGBETRH,DSGBETRH@mail.com,8127562602,1969,Parvarish,FALSE,TRUE,1068,Senior Officer,"4 Jul, 2019","15 Jul, 2019",Active,unmarried,male,Delhi,760069
DTHGFN,DTHGFN@mail.com,5722312850,1704,Unnati,FALSE,TRUE,1072,Assistant Manager,"24 Jul, 2019","29 Jul, 2019",Active,unmarried,female,Delhi,790516
FBSRHER,FBSRHER@mail.com,4264146373,1791,Guru,FALSE,TRUE,1073,Coordinator,"26 Jul, 2019","1 Aug, 2019",Active,unmarried,female,Delhi,51732
HBXFB,HBXFB@mail.com,6089029128,1821,Unnati,FALSE,TRUE,1079,Senior Officer,"6 Aug, 2019","12 Aug, 2019",Active,married,female,Bangalore,691446
DFHD,DFHD@mail.com,2849296384,1995,School Coordination Dept,FALSE,TRUE,1083,Officer,"7 Aug, 2019","19 Aug, 2019",Active,married,female,Delhi,549012
BDXFH,BDXFH@mail.com,2190969137,1787,Guru,FALSE,TRUE,1086,Coordinator,NA,"4 Sep, 2019",Active,unmarried,female,Mumbai,87224
DFRH,DFRH@mail.com,7091563898,1850,Guru,FALSE,TRUE,1087,Coordinator,NA,"4 Sep, 2019",Active,unmarried,male,Bangalore,471485
BDFN,BDFN@mail.com,2655820126,1982,Parvarish,FALSE,TRUE,1089,Officer,"9 Sep, 2019","6 Sep, 2019",Retired,unmarried,female,Bangalore,742301
DXSB,DXSB@mail.com,3813516364,1961,Guru,FALSE,TRUE,1091,Coordinator,NA,"12 Sep, 2019",Active,unmarried,female,Delhi,149809
HD,HD@mail.com,9761561558,1874,Unnati,FALSE,TRUE,1097,Officer,NA,"14 Oct, 2019",Active,married,male,Mumbai,52395
ZDXVRH,ZDXVRH@mail.com,6431087892,1905,Umang,FALSE,TRUE,1104,Senior Officer,"9 Nov, 2019","11 Nov, 2019",Active,unmarried,male,Pune,635391
CNY,CNY@mail.com,1851641398,1899,HR & Admin,FALSE,TRUE,1105,Senior Officer,"7 Nov, 2019","11 Nov, 2019",Active,unmarried,female,Mumbai,453361
JZDBTRH,JZDBTRH@mail.com,1551906231,1738,Health,FALSE,TRUE,1106,Officer,NA,"15 Nov, 2019",Active,unmarried,male,Mumbai,205341
XVNYGHYM,XVNYGHYM@mail.com,9808200882,1887,Guru,FALSE,TRUE,1107,Coordinator,"16 Nov, 2019","18 Nov, 2019",Retired,unmarried,female,Bangalore,963492
TYK,TYK@mail.com,1962212886,1904,Umang,FALSE,TRUE,1111,Officer,"22 Nov, 2019","25 Nov, 2019",Active,unmarried,female,Mumbai,896376
DTHJ,DTHJ@mail.com,6924532466,1785,Unnati,FALSE,TRUE,1115,Senior Officer,"13 Dec, 2019","16 Dec, 2019",Active,unmarried,male,Mumbai,965607
YHY,YHY@mail.com,4522697448,1925,Lead 1,FALSE,TRUE,1118,Senior Coordinator,"24 Dec, 2019","6 Jan, 2020",Active,unmarried,male,Mumbai,646404
DFNJTJ,DFNJTJ@mail.com,8317274559,1768,Volunteering,FALSE,TRUE,1119,Officer,"31 Dec, 2019","6 Jan, 2020",Active,unmarried,male,Mumbai,786929
CDHT,CDHT@mail.com,8691742584,1868,IT,FALSE,TRUE,1120,Coordinator,"8 Jan, 2020","13 Jan, 2020",Active,unmarried,female,Delhi,680419
SRHH,SRHH@mail.com,2388132483,1911,Unnati,FALSE,TRUE,1123,Officer,"6 Jan, 2020","13 Jan, 2020",Active,unmarried,female,Delhi,937268
CGFM,CGFM@mail.com,3342247223,1862,Unnati,FALSE,TRUE,1128,Assistant Manager,"17 Jan, 2020","20 Jan, 2020",Active,married,female,Pune,237650
W4TGBG,W4TGBG@mail.com,1624955012,1700,School Coordination Dept,FALSE,TRUE,1130,Assistant Manager,"23 Jan, 2020","27 Jan, 2020",Active,unmarried,female,Bangalore,782232
SRHFGMN,SRHFGMN@mail.com,6294863839,1832,Unnati,FALSE,TRUE,1131,Officer,"29 Jan, 2020","3 Feb, 2020",Retired,unmarried,female,Bangalore,835452
DFNTYKJ,DFNTYKJ@mail.com,6286401749,1820,Umang,FALSE,TRUE,1132,Officer,"28 Jan, 2020","3 Feb, 2020",Resigned,married,female,Bangalore,501020
SBHTH,SBHTH@mail.com,8959206370,1917,Umang,FALSE,TRUE,1136,Officer,"25 Feb, 2020","2 Mar, 2020",Active,married,female,Delhi,421298
DFRNJTR,DFRNJTR@mail.com,5004507958,1715,Digital Learning Solutions,FALSE,TRUE,1137,Officer,"29 Feb, 2020","2 Mar, 2020",Active,unmarried,female,Mumbai,427846
SHYGM,SHYGM@mail.com,7565915264,1887,Lead 1,FALSE,TRUE,1138,Coordinator,"21 Feb, 2020","2 Mar, 2020",Active,married,female,Mumbai,798054
DMHGM,DMHGM@mail.com,7243691439,1805,Unnati,FALSE,TRUE,1139,Senior Officer,"25 Feb, 2020","2 Mar, 2020",Active,unmarried,female,Bangalore,167245
DJN NFVYJ,DJN NFVYJ@mail.com,4512724288,1805,Unnati,FALSE,TRUE,1141,Officer,"20 Feb, 2020","2 Mar, 2020",Active,unmarried,male,Delhi,488187
DTJFJ,DTJFJ@mail.com,1699416030,1747,Unnati,FALSE,TRUE,1142,Officer,"7 Mar, 2020","9 Mar, 2020",Active,unmarried,female,Mumbai,223771
SRHYEH,SRHYEH@mail.com,6298439151,1918,Unnati,FALSE,TRUE,1144,Senior Officer,"13 Feb, 2020","14 Mar, 2020",Resigned,unmarried,female,Pune,465015
SERGTRSG,SERGTRSG@mail.com,7798237984,1989,Unnati,FALSE,TRUE,1147,Officer,"25 Feb, 2020","1 Apr, 2020",Active,unmarried,female,Mumbai,883028
SRHTFGN,SRHTFGN@mail.com,8462956563,1974,Whole School Turn Around Project,FALSE,TRUE,1148,Coordinator,"22 Mar, 2020","1 Apr, 2020",Active,unmarried,male,Delhi,771978
SRGYEYTH,SRGYEYTH@mail.com,9786746875,1914,School Coordination Dept,FALSE,TRUE,1150,Manager,"7 Mar, 2020","1 Apr, 2020",Unknown,unmarried,female,Bangalore,148183
ZSDBGRDFB,ZSDBGRDFB@mail.com,3646166446,1841,Unnati,FALSE,TRUE,1152,Assistant Manager,"18 Mar, 2020","21 Apr, 2020",Active,unmarried,female,Delhi,984160
ZSGERHG,ZSGERHG@mail.com,8711638189,1892,Unnati,FALSE,TRUE,1153,Officer,"24 Mar, 2020","21 Apr, 2020",Retired,unmarried,male,Delhi,803364
ZSDBGDTHN,ZSDBGDTHN@mail.com,1618891017,1730,Digital Learning Solutions,FALSE,TRUE,1156,Officer,"27 Mar, 2020","21 Apr, 2020",Active,unmarried,female,Delhi,488079
WGERH,WGERH@mail.com,3430734864,1842,Finance/Trust,FALSE,TRUE,1157,Manager,"4 Feb, 2020","1 Sep, 2020",Retired,married,female,Pune,174446
DGNGHM,DGNGHM@mail.com,5066357610,1969,Finance/Trust,FALSE,TRUE,1158,Officer,"1 Apr, 2020","5 Oct, 2020",Active,married,female,Bangalore,980684
DBHDHCG,DBHDHCG@mail.com,9722931705,1739,Finance/Trust,FALSE,TRUE,1159,Officer,"13 Mar, 2020","5 Oct, 2020",Active,unmarried,female,Delhi,810181
DFBHDRH,DFBHDRH@mail.com,7059638128,1935,Umang,FALSE,TRUE,1160,Senior Officer,"6 Jan, 2020","5 Oct, 2020",Active,married,female,Bangalore,874480
RTN,RTN@mail.com,9315929241,1898,Lead 1 Lead 2 Guru,FALSE,TRUE,1163,Project Head,"16 Feb, 2021","22 Feb, 2021",Active,unmarried,female,Delhi,71296
DHNDNFGC,DHNDNFGC@mail.com,5025514072,1793,HR & Admin,FALSE,TRUE,1165,Assistant Manager,"4 Mar, 2021","8 Mar, 2021",Active,unmarried,female,Mumbai,61979
DFNFGNGF,DFNFGNGF@mail.com,3795815803,1890,Lead 2,FALSE,TRUE,1166,Coordinator,"8 Mar, 2020","1 Apr, 2021",Active,married,female,Mumbai,175941
DFNBFDGNGF,DFNBFDGNGF@mail.com,2739718518,1713,Lead 2,FALSE,TRUE,1167,Coordinator,"8 Mar, 2020","1 Apr, 2021",Active,unmarried,female,Mumbai,466855
DBDNDDXFBFDN,DBDNDDXFBFDN@mail.com,8065779683,1863,Lead 2,FALSE,TRUE,1168,Coordinator,"8 Mar, 2020","1 Apr, 2021",Active,married,female,Delhi,292555
DHHTD,DHHTD@mail.com,6421548880,1894,Lead 2,FALSE,TRUE,1170,Coordinator,"8 Mar, 2020","1 Apr, 2021",Active,unmarried,male,Mumbai,295164
DFGESG,DFGESG@mail.com,5257893817,1734,Lead 2,FALSE,TRUE,1171,Coordinator,"8 Mar, 2020","1 Apr, 2021",Active,unmarried,female,Delhi,852090
CFBFGN,CFBFGN@mail.com,8730978557,1919,Lead 2,FALSE,TRUE,1172,Coordinator,"8 Mar, 2020","1 Apr, 2021",Active,unmarried,female,Pune,615229
DFBDN,DFBDN@mail.com,2445104041,1712,Lead 2,FALSE,TRUE,1173,Coordinator,"8 Mar, 2020","1 Apr, 2021",Active,unmarried,male,Pune,353536
CVNFGNG,CVNFGNG@mail.com,3412743311,1879,Lead 2,FALSE,TRUE,1174,Coordinator,"8 Mar, 2020","1 Apr, 2021",Retired,unmarried,male,Bangalore,107577
FCBFDB,FCBFDB@mail.com,8218392388,1976,Guru,FALSE,TRUE,1175,Coordinator,"8 Mar, 2020","1 Apr, 2021",Resigned,unmarried,female,Delhi,118166
GFNGFN,GFNGFN@mail.com,5494686939,1951,Guru,FALSE,TRUE,1178,Coordinator,"8 Mar, 2020","1 Apr, 2021",Active,unmarried,female,Mumbai,984101
SDVSD,SDVSD@mail.com,9402371965,1731,Unnati,FALSE,TRUE,1180,Coordinator,"22 Mar, 2021","1 Apr, 2021",Active,unmarried,male,Delhi,439224
XFV,XFV@mail.com,3119969865,1937,Umang,FALSE,TRUE,1181,Senior Officer,"8 Mar, 2020","12 Apr, 2021",Active,married,female,Mumbai,751199
PSISFN,PSISFN@mail.com,9131022082,1985,Volunteering,FALSE,TRUE,1182,Coordinator,"21 Mar, 2021","12 Apr, 2021",Active,unmarried,female,Delhi,105248
DF,DF@mail.com,4485987385,1734,Unnati,FALSE,TRUE,1183,Officer,"28 Apr, 2021","3 May, 2021",Retired,unmarried,female,Mumbai,322187
WEFJNEFJ,WEFJNEFJ@mail.com,6330177996,1706,Unnati,FALSE,TRUE,1184,Officer,"28 Apr, 2021","3 May, 2021",Active,married,male,Bangalore,454479
Kjwd,Kjwd@mail.com,2206977433,1750,Digital Learning Solutions,FALSE,TRUE,1186,Project Head,"19 Apr, 2021","3 May, 2021",Active,unmarried,female,Mumbai,37304
fbnvc n,fbnvc n@mail.com,2608276513,1773,Lead 1,FALSE,TRUE,1188,Coordinator,"7 May, 2021","10 May, 2021",Active,unmarried,female,Pune,17363
GJSF,GJSF@mail.com,6258106234,1851,Lead 2,FALSE,TRUE,1189,Coordinator,"7 May, 2021","10 May, 2021",Active,married,female,Delhi,521958
V DLBKOPVJI,V DLBKOPVJI@mail.com,2587403641,1920,Lead 2,FALSE,TRUE,1190,Coordinator,"7 May, 2021","10 May, 2021",Active,unmarried,female,Pune,878854
WAD WEFJWQI,WAD WEFJWQI@mail.com,1444006609,1979,Lead 2,FALSE,TRUE,1191,Coordinator,"20 May, 2021","1 Jun, 2021",Active,married,female,Pune,777764
V MDNVEWJN,V MDNVEWJN@mail.com,7536892016,1910,Unnati,FALSE,TRUE,1193,Manager,"28 Apr, 2021","3 Jun, 2021",Active,unmarried,female,Mumbai,316682
DFVNBSJVKN,DFVNBSJVKN@mail.com,2799983509,1753,Finance/Trust,FALSE,TRUE,1194,Manager,"27 Apr, 2021","8 Jun, 2021",Active,unmarried,female,Bangalore,322757
FBJNV JK,FBJNV JK@mail.com,2256641242,1846,Research,FALSE,TRUE,1196,Project Head,"17 Jun, 2021","21 Jun, 2021",Active,unmarried,female,Mumbai,48114
JKBJKQWDA,JKBJKQWDA@mail.com,2222613966,1888,Whole School Turn Around Project,FALSE,TRUE,1197,Officer,"16 Jun, 2021","21 Jun, 2021",Active,unmarried,female,Mumbai,404128
N JKBLVNKLVNK,N JKBLVNKLVNK@mail.com,6869232308,1736,Unnati,FALSE,TRUE,1199,Senior Officer,"14 Jun, 2021","21 Jun, 2021",Active,married,male,Mumbai,112676
KEFUIG,KEFUIG@mail.com,1741629765,1923,HR & Admin,FALSE,TRUE,1200,Senior Manager,"17 Jun, 2021","5 Jul, 2021",Active,unmarried,female,Bangalore,524681
IIFGI,IIFGI@mail.com,9216562518,1965,Digital Learning Solutions,FALSE,TRUE,1201,Management Trainee,"29 May, 2021","5 Jul, 2021",Retired,unmarried,male,Mumbai,371279
HJDVHVH,HJDVHVH@mail.com,2158806053,1864,Excel,FALSE,TRUE,1203,Senior Manager,"9 Jul, 2021","12 Jul, 2021",Active,married,male,Mumbai,85109
HJSVHEBV,HJSVHEBV@mail.com,6538651182,1843,Umang,FALSE,TRUE,1205,Senior Officer,"15 Jun, 2021","19 Jul, 2021",Active,unmarried,female,Pune,571981
SHVEU,SHVEU@mail.com,8563197947,1854,Umang,FALSE,TRUE,1206,Senior Officer,"12 Jul, 2021","19 Jul, 2021",Active,unmarried,female,Pune,533414
EWGV,EWGV@mail.com,3457723457,1821,Umang,FALSE,TRUE,1207,Manager,"2 Jul, 2021","19 Jul, 2021",Active,unmarried,male,Bangalore,325888
WAWFEGV,WAWFEGV@mail.com,2364064452,1701,Excel,FALSE,TRUE,1208,Senior Officer,"22 Jul, 2021","2 Aug, 2021",Active,unmarried,male,Delhi,117162
WWQFBWFBA,WWQFBWFBA@mail.com,6324005557,1837,Excel,FALSE,TRUE,1209,Coordinator,"30 Jul, 2021","2 Aug, 2021",Active,married,male,Mumbai,734435
AQWFRGFD,AQWFRGFD@mail.com,7835369477,1950,Finance/Trust,FALSE,TRUE,1210,Senior Officer,"30 Jul, 2021","2 Aug, 2021",Active,married,male,Delhi,888950
EFWGR,EFWGR@mail.com,7672948136,1750,Lead 1,FALSE,TRUE,1211,Coordinator,"27 Jul, 2021","2 Aug, 2021",Active,unmarried,female,Delhi,435290
AEFGFBBF,AEFGFBBF@mail.com,9412918082,1716,Centrailsed Content Team,FALSE,TRUE,1213,Manager,"20 Jul, 2021","16 Aug, 2021",Resigned,unmarried,female,Delhi,721736
ESFRGFBF,ESFRGFBF@mail.com,4702761009,1700,Umang,FALSE,TRUE,1215,Assistant Manager,"17 Aug, 2021","26 Aug, 2021",Active,unmarried,male,Bangalore,541700
EGFGDF,EGFGDF@mail.com,7289085875,1738,Excel,FALSE,TRUE,1216,Assistant Manager,"26 Jul, 2021","1 Sep, 2021",Active,unmarried,female,Mumbai,533518
EFEWGRGFDB,EFEWGRGFDB@mail.com,7520984929,1789,HR & Admin,FALSE,TRUE,1218,Coordinator,"21 Aug, 2021","20 Sep, 2021",Active,unmarried,female,Delhi,730001
AWFEGSRB,AWFEGSRB@mail.com,4435839689,1982,Unnati,FALSE,TRUE,1219,Coordinator,"17 Aug, 2021","20 Sep, 2021",Active,unmarried,female,Delhi,696224
AWWFER,AWWFER@mail.com,9127994171,1846,Unnati,FALSE,TRUE,1220,Officer,"14 Sep, 2021","20 Sep, 2021",Active,unmarried,female,Pune,257986
EEFDDFB,EEFDDFB@mail.com,8539687424,1952,Unnati,FALSE,TRUE,1221,Officer,"17 Sep, 2021","20 Sep, 2021",Resigned,unmarried,female,Delhi,836177
ESVDFB,ESVDFB@mail.com,2605751087,1994,Guru,FALSE,TRUE,1222,Senior Assistant Manager,"25 Aug, 2021","20 Sep, 2021",Active,unmarried,female,Bangalore,550678
WFAEFEGVDFV,WFAEFEGVDFV@mail.com,9528518143,1926,School Coordination Dept,FALSE,TRUE,1223,Coordinator,"14 Sep, 2021","20 Sep, 2021",Active,unmarried,female,Bangalore,423874
SEGDFBGB,SEGDFBGB@mail.com,7964285176,1872,Finance/Trust,FALSE,TRUE,1224,Manager,"20 Sep, 2021","27 Sep, 2021",Active,unmarried,male,Delhi,827688
SVDFBDFBQA,SVDFBDFBQA@mail.com,4740810848,1764,Digital Learning Solutions,FALSE,TRUE,1225,Senior Officer,"20 Sep, 2021","4 Oct, 2021",Active,unmarried,female,Mumbai,823274
EEBF,EEBF@mail.com,2466459285,1877,Unnati,FALSE,TRUE,1226,Senior Officer,"29 Sep, 2021","11 Oct, 2021",Active,unmarried,female,Delhi,262852
GRDF,GRDF@mail.com,4681865141,1987,Guru,FALSE,TRUE,1227,Assistant Manager,"7 Oct, 2021","11 Oct, 2021",Active,unmarried,female,Bangalore,260767
GVGRSGDF,GVGRSGDF@mail.com,6887662913,1882,Unnati,FALSE,TRUE,1228,Senior Officer,"15 Oct, 2021","18 Oct, 2021",Active,unmarried,male,Mumbai,732266
B DFBFDB,B DFBFDB@mail.com,4894737005,1961,Unnati,FALSE,TRUE,1229,Senior Officer,"20 Oct, 2021","22 Oct, 2021",Active,unmarried,female,Delhi,545485
B DFBFDB,B DFBFDB@mail.com,3836276966,1942,Excel,FALSE,TRUE,1230,Officer,"29 Oct, 2021","1 Nov, 2021",Active,unmarried,female,Bangalore,993439
SDVSDV,SDVSDV@mail.com,4445924008,1952,Excel,FALSE,TRUE,1231,Officer,"30 Oct, 2021","1 Nov, 2021",Active,unmarried,male,Mumbai,675571
DFBG,DFBG@mail.com,4773201562,1898,Guru,FALSE,TRUE,1234,Senior Coordinator,"12 Nov, 2021","6 Dec, 2021",Retired,unmarried,female,Pune,88341
DXDFFBGDN,DXDFFBGDN@mail.com,7342694968,1745,Unnati,FALSE,TRUE,1235,Coordinator,"27 Nov, 2021","9 Dec, 2021",Active,unmarried,female,Pune,273291
B DFBFDB,B DFBFDB@mail.com,4421131551,1940,Unnati,FALSE,TRUE,1236,Senior Officer,"10 Dec, 2021","13 Dec, 2021",Active,unmarried,male,Mumbai,886042
FDB,FDB@mail.com,9578459580,1858,School Coordination Dept,FALSE,TRUE,1237,Officer,"17 Dec, 2021","20 Dec, 2021",Active,unmarried,male,Mumbai,290013
DFBG CV,DFBG CV@mail.com,8116122391,1950,Unnati,FALSE,TRUE,1238,Senior Officer,"21 Dec, 2021","22 Dec, 2021",Active,unmarried,female,Delhi,690874
WEFRGDFV,WEFRGDFV@mail.com,2034273857,1844,Umang,FALSE,TRUE,1239,Officer,"27 Dec, 2021","3 Jan, 2022",Unknown,married,male,Delhi,163593
"IOLKJH,MHJ","IOLKJH,MHJ@mail.com",3575822295,1957,Umang,FALSE,TRUE,1240,Officer,"27 Dec, 2021","3 Jan, 2022",Active,unmarried,male,Delhi,546287
SWERGWD,SWERGWD@mail.com,2217673616,1946,School Coordination Dept,FALSE,TRUE,1241,Coordinator,"7 Dec, 2021","3 Jan, 2022",Retired,unmarried,female,Delhi,664960
EWFEWFSG,EWFEWFSG@mail.com,6336105249,1867,Digital Learning Solutions,FALSE,TRUE,1242,Manager,"2 Dec, 2021","4 Jan, 2022",Active,unmarried,female,Mumbai,749320
